group,score,keyword,sourceUrl,sourceTitle,destinationUrl,snippet,gscImpressions,gscClicks,gscPosition,status,notes
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/spend-and-save-on-forest-garden-sheds","Spend & Save on Forest Garden Sheds | Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","Spend & Save on Forest Garden Sheds Posted: February 05, 2026 Categories: , Author: The Buy Sheds Direc…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/2025-round-up-your-favourite-garden-products","Your 2025 Favourite Garden Products | Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","…en ShedAnother top choice for pent roof fans in 2025 was the . This traditional garden shed may look a little unassuming on the surface, but there are a few key…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/category/shed-advice?page=5","Page 5 - Shed Advice Blog Posts","https://www.buyshedsdirect.co.uk/sheds","…es: , Author: The Buy Sheds Direct Team Shed accessories can transform a normal garden shed into a great one. Discover the best shed accessories here, including…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/category/news-interviews-and-competitions?page=5","Page 5 - News, Interviews and Competitions | Blog","https://www.buyshedsdirect.co.uk/sheds","…Author: The Buy Sheds Direct Team With two thirds of adults in the UK owning a garden shed, it was only a matter of time before there was a prize for the best!…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/how-to-insulate-a-summer-house-ventilation-tips","How to Insulate a Summer House | Ventilation Tips, Air Vents & DIY Guide","https://www.buyshedsdirect.co.uk/sheds","…nging, or even napping inside much more pleasant. Insulating a summer house and garden sheds offers many benefits, such as improved comfort, protection from dam…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/best-plastic-shed-advantages","How to Choose the Best Plastic Shed | 10 Advantages of Plastic Sheds","https://www.buyshedsdirect.co.uk/sheds","…Plastic Shed (1.85m x 0.9m) - Click Image to View7' x 9' Keter Premier Plastic Garden Shed (2.28m x 2.87m) - Click Image to View11' x 9' Palram Canopia Yukon P…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/resin-vs-vinyl-vs-plastic-shed-materials-what-is-the-difference","Vinyl vs Plastic Shed Comparison | Resin, Vinyl & Plastic Shed Materials","https://www.buyshedsdirect.co.uk/sheds","…to consider from the Buy Sheds Direct collection:1) Keter 8’x6’ Factor Plastic Garden Shed8' x 6' Keter Factor Plastic Garden Shed (2.57m x 1.82m) - Click Imag…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/maximising-urban-gardens-vertical-container-gardening-solutions-small-spaces","Maximising Urban Gardens | Vertical & Container Gardening Solutions for Small Spaces","https://www.buyshedsdirect.co.uk/sheds","…ving option for tight spaces and is ideal for outdoor seating and entertainment Garden sheds - designed for storage, you can optimally declutter your small spac…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/storage-ideas-to-organise-your-garden","Storage ideas to organise your garden | Blog | Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","…ke a bit more information on the range then take a look at our video below: The garden shed Little comes close to the efficiency of a garden shed, but again the…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/3-superb-reasons-why-your-next-garden-shed-should-be-a-4life-modular-shed","Why Your Next Shed Should Be A 4Life Modular Shed | BSD Blog","https://www.buyshedsdirect.co.uk/sheds","3 Superb Reasons Why Your Next Garden Shed Should Be A 4Life Modular Shed Posted: April 20, 2023 Categories: Au…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/customer-showcase-will-s-garden","Customer showcase - Will's garden - Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","…hey’re being used for. As we’ve seen previously on Shed of the Year, the humble garden shed can be used for so many different purposes – from practical to just…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/shed-of-the-year-2016-episode-four","Shed of the Year 2016: Episode Four - Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","…extremely creative this year retired carpenter Brian is back with an enchanting garden shed constructed on a shoestring – The ‘’. Budding artist Brian has creat…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/new-years-resolution","New Year's resolution! - Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","…ber 20, 2013 Categories: Author: The Buy Sheds Direct Team For many people, the garden shed will need sorting out in the New Year. Over the winter we tend to fo…","","","","Opportunity found",""
"","7","garden shed","https://www.buyshedsdirect.co.uk/blog/post/gold-for-bradley-wiggins-owes-his-victory-to-time-spent-in-his-garden-shed","Gold for Bradley Wiggins | Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","Gold for Bradley Wiggins – owes his victory to time spent in his garden shed Posted: August 06, 2012 Categories: Author: The Buy Sheds Direct Tea…","","","","Opportunity found",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/category/shed-advice","Shed Advice Blog Posts","https://www.buyshedsdirect.co.uk/sheds","…uary 20, 2026 Categories: , Author: The Buy Sheds Direct Team Looking for a new garden shed? There’s a lot to love about the Palram Canopia Skylight plastic she…","","","","Linked to different URL",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/category/sheds","Sheds | Garden Sheds | Blogs","https://www.buyshedsdirect.co.uk/sheds","…uary 20, 2026 Categories: , Author: The Buy Sheds Direct Team Looking for a new garden shed? There’s a lot to love about the Palram Canopia Skylight plastic she…","","","","Linked to different URL",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/category/news-interviews-and-competitions","News, Interviews and Competitions | Blog","https://www.buyshedsdirect.co.uk/sheds","…mited time only, get great savings on all 4Life, Beckwood and Timberdale wooden garden sheds from Forest Garden with our voucher codes. Posted: January 15, 2026…","","","","Linked to different URL",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/post/she-shed-ideas-designs","10 Best She Shed Ideas & Designs for Your Garden | Ideas for a She Shed","https://www.buyshedsdirect.co.uk/sheds","…alphabetically. Good lighting is necessary here, so strategically position your garden shed to maximise sunlight exposure. It is also crucial to ensure you have…","","","","Opportunity found",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog?page=3","Page 3 - The Buy Sheds Direct Blog","https://www.buyshedsdirect.co.uk/sheds","…m Find the best type of shed for your garden. Compare wooden, metal and plastic garden sheds to make the right choice based on durability, budget and maintenanc…","","","","Linked to different URL",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/post/types-of-shed","Types of Shed | Wood, Metal or Plastic? Choosing The Best Shed Styles","https://www.buyshedsdirect.co.uk/sheds","…ng guide.The three main types of shed (by material)The three main shed types of garden sheds by material include wooden, metal and plastic (or resin). Most shed…","","","","Weak anchor",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/category/shed-advice?page=4","Page 4 - Shed Advice Blog Posts","https://www.buyshedsdirect.co.uk/sheds","…: November 22, 2024 Categories: , Author: The Buy Sheds Direct Team Looking for garden shed workshop ideas? Learn how to convert your shed into a functional wor…","","","","Linked to different URL",""
"","6","garden shed","https://www.buyshedsdirect.co.uk/blog/post/high-security-garden-sheds-reviewed","High Security Garden Sheds | Top 5 Most Secure Sheds | Buy Sheds Direct","https://www.buyshedsdirect.co.uk/sheds","High Security Garden Sheds, Ideas & Tips: Top 5 Most Secure Sheds Reviewed [UPDATED] Posted: N…","","","","Linked to different URL",""
