# ----------------------------------------
# Ten10 GA4
# Untitled exploration-Free form 1
# 20241122-20260120
# ----------------------------------------

Page path + query string,Total users,Sessions,Average session duration,Key events,Bounce rate,Exits
,13789,16244,112.15005241892383,9914,0.27850283181482394,14145,Grand total
/blog/talent-is-everywhere-opportunity-is-not/,760,761,18.04213108935611,746,0.01445466491458607,34
/webinars/future-proofing-talent/,657,657,25.613209380517507,651,0.0106544901065449,31
/blog/how-much-are-software-bugs-costing-you/,485,636,142.92924344339622,179,0.33647798742138363,509
/blog/the-impact-of-low-quality-code/,456,543,106.22010430018416,133,0.23941068139963168,494
/blog/how-to-test-llm-based-chatbots/,391,539,107.3182482690167,229,0.36363636363636365,448
/blog/recruit-train-deploy-how-does-it-work/,371,455,116.39836022197801,150,0.2681318681318681,309
/blog/amazon-prime-has-moved-away-from-serverless-should-you/,314,413,114.49174395641646,129,0.35108958837772397,351
/blog/why-test-automation-fails-and-how-to-fix-it/?mh_matchtype=p&mh_keyword=test%20automation%20strategy&mh_adgroupid=168893269364&mh_network=g&lead_source_detail=GoogleAds_test%20automation%20strategy_168893269364&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168893269364&hsa_ad=714035585216&hsa_src=g&hsa_tgt=kwd-380569422717&hsa_kw=test%20automation%20strategy&hsa_mt=p&hsa_net=adwords&hsa_ver=3,289,391,152.77101256777493,193,0.3375959079283887,305
/blog/european-accessibility-act/?mh_matchtype=e&mh_keyword=european%20accessibility%20act&mh_adgroupid=174781099597&mh_network=g&lead_source_detail=GoogleAds_european%20accessibility%20act_174781099597&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=20866189321&hsa_grp=174781099597&hsa_ad=732556186231&hsa_src=g&hsa_tgt=kwd-362344698151&hsa_kw=european%20accessibility%20act&hsa_mt=e&hsa_net=adwords&hsa_ver=3&gad_campaignid=20866189321,261,374,149.72124389037432,171,0.3582887700534759,282
/blog/what-is-agentic-ai/,256,283,16.09639754063604,27,0.053003533568904596,134
/blog/european-accessibility-act/?mh_matchtype=e&mh_keyword=european%20accessibility%20act&mh_adgroupid=174781099597&mh_network=g&lead_source_detail=GoogleAds_european%20accessibility%20act_174781099597&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=20866189321&hsa_grp=174781099597&hsa_ad=732556186231&hsa_src=g&hsa_tgt=kwd-362344698151&hsa_kw=european%20accessibility%20act&hsa_mt=e&hsa_net=adwords&hsa_ver=3,255,387,147.1749601007752,159,0.3669250645994832,281
/case-studies/identifying-over-800k-of-savings-through-automation/,243,285,105.00440242807018,68,0.10877192982456141,96
/blog/meet-our-academy-consultants-ore/,231,235,21.368111838297875,227,0.00851063829787234,36
/blog/meet-our-academy-consultants-freddie-hughes/,223,231,27.067275601731602,125,0.04329004329004329,63
/blog/meet-our-academy-consultants-hashan-sugu/,207,219,35.6273203196347,12,0.0684931506849315,143
/blog/meet-our-academy-consultants-elena/,206,207,28.292555280193238,220,0.00966183574879227,11
/blog/why-test-automation-fails-and-how-to-fix-it/?lead_source_detail=GoogleAds_test%20automation%20strategy_168893269364&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168893269364&hsa_ad=714035585216&hsa_src=g&hsa_tgt=kwd-380569422717&hsa_kw=test%20automation%20strategy&hsa_mt=p&hsa_net=adwords&hsa_ver=3,204,244,113.4767101557377,123,0.27049180327868855,200
/blog/common-regression-testing-challenges-and-how-to-overcome-them/,200,201,9.035500094527364,197,0.024875621890547265,102
/blog/how-ai-is-improving-customer-experience-through-personalised-interactions/,200,205,15.12051648292683,10,0.01951219512195122,20
/blog/deciding-your-agentic-ai-use-case/,193,199,23.273995226130655,10,0.04020100502512563,59
/blog/explained-the-role-of-a-business-analyst-in-the-software-development-lifecycle/,186,220,65.19411816818182,81,0.15454545454545454,124
/blog/building-automation-culture-through-human-ai-collaboration/,176,178,17.264990443820224,95,0.028089887640449437,44
/blog/why-test-automation-fails-and-how-to-fix-it/?mh_matchtype=p&mh_keyword=test%20automation%20best%20practice&mh_adgroupid=168599059617&mh_network=g&lead_source_detail=GoogleAds_test%20automation%20best%20practice_168599059617&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168599059617&hsa_ad=722100993983&hsa_src=g&hsa_tgt=kwd-2375245690016&hsa_kw=test%20automation%20best%20practice&hsa_mt=p&hsa_net=adwords&hsa_ver=3,175,203,128.11133416748768,102,0.21674876847290642,173
/case-studies/solving-skill-shortages-in-the-uk-defence-sector/,171,178,13.050451792134831,5,0.033707865168539325,25
/blog/what-is-intelligent-automation/?lead_source_detail=GoogleAds_intelligent%20automation_173203218623&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979771&hsa_grp=173203218623&hsa_ad=731899061681&hsa_src=g&hsa_tgt=kwd-303677271111&hsa_kw=intelligent%20automation&hsa_mt=p&hsa_net=adwords&hsa_ver=3,170,208,109.21160296634615,56,0.3798076923076923,179
/blog/how-business-analysis-helps-you-overcome-business-challenges/,167,173,23.32641843352601,77,0.046242774566473986,34
/blog/intelligent-automation-vs-agentic-ai/,161,164,30.24142532317073,13,0.042682926829268296,146
/blog/reducing-errors-in-legal-billing-with-ai/,161,165,15.86920047878788,3,0.06060606060606061,24
/blog/pragmatic-testing-approaches-for-agentic-ai-integration/,158,168,25.915238803571427,18,0.07142857142857142,58
/blog/how-to-build-an-agentic-ai-opportunity-pipeline/,151,154,24.51763664935065,13,0.03896103896103896,19
/blog/how-ai-is-simplifying-claims-processing-for-insurance-firms/,149,154,4.869966941558442,22,0.032467532467532464,50
/whitepapers/performance-testing-in-non-representative-environments-10-key-factors-for-consideration/,146,213,125.70560007042253,49,0.38967136150234744,153
/blog/european-accessibility-act/?lead_source_detail=GoogleAds_european%20accessibility%20act_174781099597&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=20866189321&hsa_grp=174781099597&hsa_ad=732556186231&hsa_src=g&hsa_tgt=kwd-362344698151&hsa_kw=european%20accessibility%20act&hsa_mt=e&hsa_net=adwords&hsa_ver=3,142,175,186.4791871142857,85,0.3028571428571429,136
/blog/balancing-speed-and-oversight-with-review-first-test-generation/,140,143,12.260789531468532,134,0.013986013986013986,11
/case-studies/providing-aws-support-for-carbonquota/,138,161,60.751167745341604,50,0.18012422360248448,74
/blog/shift-happens-orlas-personal-journey-into-tech/,137,138,18.744300855072463,133,0,67
/blog/ai-and-aml-compliance/,135,149,43.145275449664425,20,0.2348993288590604,101
/blog/unveiling-the-hidden-dangers-of-ignoring-ai-talent/,131,133,35.02607894736842,9,0.08270676691729323,23
/podcast/meet-our-consultants-robert-alimardani-performance-test-consultant/,131,141,51.56637442553192,23,0.03546099290780142,73
/blog/regression-testing-metrics-how-to-measure-success/,129,130,28.293975153846155,127,0.023076923076923078,62
/case-studies/salesforce-ecommerce-migration-for-hobbycraft/,128,165,122.63448247272727,59,0.17575757575757575,63
/blog/how-ai-is-changing-the-role-of-software-testers/,127,140,15.647585671428573,124,0.04285714285714286,27
/blog/how-can-ai-automation-affect-culture/,126,164,121.43614062195122,52,0.3170731707317073,137
/blog/meet-our-academy-consultants-samuel-rouse/,125,128,29.5533539921875,11,0.0234375,28
/blog/ten10-academy-your-faqs-answered/,122,143,148.06650239160842,67,0.1958041958041958,87
/blog/how-to-prove-return-on-investment-in-ai/,120,124,16.334038088709676,30,0.12903225806451613,58
/webinars/future-proof-it-talent-acquisition-strategy-in-the-age-of-ai/,120,123,12.700961593495935,5,0.04065040650406504,19
/blog/the-transformer-trap-why-your-ai-strategy-needs-an-exit-plan/,118,118,36.36684966949152,116,0.01694915254237288,32
/case-studies/increasing-motabilitys-rate-of-delivery-through-test-automation/,111,116,56.903627801724134,90,0.02586206896551724,37
/blog/european-accessibility-act/,109,119,127.56370897478992,29,0.15126050420168066,79
/blog/what-is-intelligent-automation/,106,116,50.64778835344828,27,0.14655172413793102,49
/case-studies/helping-alemba-achieve-aa-level-accessibility-compliance/,105,107,50.57540228971963,90,0.056074766355140186,36
/blog/shift-happens-from-business-owner-to-tech-consultant/,103,104,13.911654326923077,97,0.009615384615384616,7
/blog/what-is-cognitive-automation/,102,130,93.48075926153845,31,0.2923076923076923,87
/blog/top-tech-challenges-for-law-firms/,99,124,134.02213343548388,35,0.24193548387096775,105
/blog/why-test-automation-fails-and-how-to-fix-it/?mh_matchtype=p&mh_keyword=test%20automation%20best%20practice&mh_adgroupid=168599059617&mh_network=g&lead_source_detail=GoogleAds_test%20automation%20best%20practice_168599059617&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168599059617&hsa_ad=722100993983&hsa_src=g&hsa_tgt=kwd-2375245690016&hsa_kw=test%20automation%20best%20practice&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_campaignid=21693472285,89,107,165.72038992523363,44,0.3364485981308411,86
/blog/ten10-academy-training-diary-matt-mcnichol/,88,89,14.598024730337078,78,0.0449438202247191,26
/blog/why-test-automation-fails-and-how-to-fix-it/?mh_matchtype=p&mh_keyword=test%20automation%20strategy&mh_adgroupid=168893269364&mh_network=g&lead_source_detail=GoogleAds_test%20automation%20strategy_168893269364&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168893269364&hsa_ad=714035585216&hsa_src=g&hsa_tgt=kwd-380569422717&hsa_kw=test%20automation%20strategy&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_campaignid=21693472285,88,109,156.9641936697248,52,0.3119266055045872,90
/podcast/practical-considerations-for-ai-adoption-part-3/,88,91,16.74053754945055,89,0.04395604395604396,20
/podcast/practical-considerations-for-ai-adoption-part-2/,87,87,59.865811080459764,84,0,39
/blog/what-is-software-testing/,84,100,146.53506364,28,0.25,43
/blog/meet-our-academy-consultants-caitlin-worrillow/,80,96,165.00745509375,45,0.10416666666666667,37
/blog/why-test-automation-fails-and-how-to-fix-it/,78,85,93.00641783529412,30,0.3764705882352941,62
/case-studies/deploying-23-new-technologists-into-uk-policing/,78,87,75.45381645977012,13,0.04597701149425287,40
/blog/enhancing-uk-citizen-services-through-ai-driven-automation/,77,87,49.92525162068965,22,0.11494252873563218,37
/webinars/unleashing-the-power-of-ai-in-testing/,76,87,42.956697678160914,16,0.09195402298850575,42
/blog/how-do-you-measure-quality-and-deliver-it/,75,88,81.3890438181818,21,0.29545454545454547,65
/blog/meet-our-academy-consultants-izzey/,75,84,47.34465844047619,63,0.05952380952380952,19
/blog/what-is-intelligent-automation/?mh_matchtype=p&mh_keyword=intelligent%20automation&mh_adgroupid=173203218623&mh_network=g&lead_source_detail=GoogleAds_intelligent%20automation_173203218623&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979771&hsa_grp=173203218623&hsa_ad=731899061681&hsa_src=g&hsa_tgt=kwd-303677271111&hsa_kw=intelligent%20automation&hsa_mt=p&hsa_net=adwords&hsa_ver=3,75,91,174.07646584615384,28,0.34065934065934067,78
/case-studies/how-adopting-an-agile-approach-reduced-regression-testing-time-by-70/,75,94,103.2685504787234,35,0.2872340425531915,72
/blog/ai-search-and-content-in-2025/,74,76,67.26299694736842,62,0.039473684210526314,37
/blog/differences-between-predictive-ai-and-generative-ai/,74,80,51.078103025000004,11,0.1125,27
/blog/explained-the-four-web-accessibility-principles/,74,83,1205.790373566265,34,0.27710843373493976,70
/blog/how-the-technology-skills-gap-affects-your-business/,74,89,65.55599996629213,20,0.3146067415730337,69
/podcast/practical-considerations-for-ai-adoption-part-1/,73,77,11.822871766233767,66,0.07792207792207792,25
/blog/ai-opportunity-to-transform-the-public-sector/,71,74,37.5456084054054,56,0.0945945945945946,28
/blog/how-to-improve-code-quality/,71,81,145.57747525925924,22,0.2839506172839506,66
/blog/how-to-make-regression-testing-faster-and-easier/,71,71,10.160276661971832,65,0.014084507042253521,41
/blog/meet-our-academy-consultants-caprice-thompson/,69,80,87.0300265125,28,0.1375,40
/blog/shift-happens-ewans-journey-from-energy-technician-and-chef-to-joining-ten10/,69,73,74.60301572602741,58,0.0684931506849315,31
/whitepapers/devops-platform-suite-comparison-guide/,69,79,44.98226435443038,19,0.3037974683544304,68
/whitepapers/rpa-bible/,68,81,63.0819308271605,53,0.1728395061728395,47
/blog/shift-happens-ysobel-kickstarts-her-new-tech-career/,67,76,45.20466677631579,58,0.07894736842105263,28
/blog/meet-our-academy-consultants-selwyn-njini/,66,74,86.81918512162162,38,0.13513513513513514,37
/webinars/accessibility-testing-new-in-wcag-2-2/,66,100,155.78010170000002,23,0.3,51
/blog/why-test-automation-fails-and-how-to-fix-it/?lead_source_detail=GoogleAds_test%20automation%20best%20practice_168599059617&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=21693472285&hsa_grp=168599059617&hsa_ad=722100993983&hsa_src=g&hsa_tgt=kwd-2375245690016&hsa_kw=test%20automation%20best%20practice&hsa_mt=p&hsa_net=adwords&hsa_ver=3,60,73,99.63114383561644,30,0.2602739726027397,62
/webinars/accessibility-testing/,60,74,55.106110351351354,34,0.2702702702702703,54
/blog/data-integrity-and-its-importance-in-the-ai-driven-sdlc/,59,59,42.98911083050847,67,0.0847457627118644,11
/blog/types-of-testing-an-introduction-to-the-different-types-of-software-testing/,59,69,99.17175469565218,29,0.21739130434782608,45
/blog/leveraging-ai-to-transform-manual-tests-into-automated-scripts/,58,69,115.15109569565219,20,0.21739130434782608,36
/blog/what-is-quality-engineering/,58,65,55.06381609230769,17,0.046153846153846156,14
/blog/pmo-vs-epmo-difference/,57,73,75.50317623287671,18,0.3424657534246575,60
/blog/why-data-quality-is-the-cornerstone-of-agentic-ai-success/,56,58,57.986429413793104,11,0.13793103448275862,21
/blog/meet-our-academy-consultants-james-forcer/,55,60,125.9252126,27,0.1,17
/blog/robotic-process-automation-use-cases/,55,59,113.0621580338983,25,0.15254237288135594,43
/blog/top-10-benefits-of-robotic-process-automation/,55,59,153.8571803559322,23,0.1694915254237288,49
/blog/how-the-tech-skills-gap-is-stifling-the-public-sector/,54,59,160.91105196610167,19,0.2033898305084746,53
/blog/difference-between-quality-engineering-and-software-testing/,53,71,131.96449316901408,25,0.28169014084507044,51
/case-studies/quality-and-test-performance-health-check-for-investigative-software-provider/,53,62,99.14509467741935,25,0.1935483870967742,26
/blog/10-golden-rules-for-successful-rpa-implementation/,52,56,68.33843960714286,21,0.25,48
/whitepapers/devops-best-practices-checklist/,51,54,54.63503681481481,16,0.24074074074074073,49
/blog/the-urgent-need-for-ai-education-in-the-uk-workforce/?mh_matchtype=&mh_keyword=&mh_adgroupid=&mh_network=x&lead_source_detail=GoogleAds__&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=15233175087&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3,49,52,48.33081821153846,25,0.19230769230769232,40
/blog/effective-business-analysis-techniques/,48,53,104.33151166037734,25,0.16981132075471697,31
/blog/the-impact-of-low-quality-code/?_x_tr_sl=en&_x_tr_tl=vi&_x_tr_hl=vi&_x_tr_pto=tc,48,48,11.886388145833331,9,0.4375,47
/blog/meet-our-academy-consultants-benjamin-kerridge/,46,49,21.51262291836735,11,0.2653061224489796,31
/case-studies/helping-vision-rcl-design-an-accessible-website-for-all-users/,46,46,67.9597722173913,38,0.13043478260869565,14
/blog/rpa-and-ai-differences-and-synergies-in-intelligent-automation/,45,45,7.2907048888888895,10,0.06666666666666667,21
/blog/data-migration-strategies-best-practices/,44,50,30.90046288,27,0.2,38
/case-studies/ten10-academy-business-analysts-enable-leading-inter-dealer-broker-to-meet-the-demands-of-mifid-ii-regulation-by-improving-their-reporting-accuracy-and-coverage/,44,47,35.656173851063826,13,0.2553191489361702,30
/blog/how-business-analysis-drives-innovation/,43,50,156.88569276,18,0.24,31
/blog/what-is-intelligent-automation/?mh_matchtype=p&mh_keyword=intelligent%20automation&mh_adgroupid=173203218623&mh_network=g&lead_source_detail=GoogleAds_intelligent%20automation_173203218623&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979771&hsa_grp=173203218623&hsa_ad=731899061681&hsa_src=g&hsa_tgt=kwd-303677271111&hsa_kw=intelligent%20automation&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_campaignid=16799979771,42,48,107.2217731875,12,0.25,44
/case-studies/managed-test-service-for-a-comprehensive-change-programme/,42,44,73.36335852272727,20,0.20454545454545456,39
/blog/ai-handle-with-care/,41,47,54.903503744680854,21,0.2553191489361702,27
/blog/how-devops-can-take-advantage-of-ai/,41,62,113.3060498548387,17,0.3387096774193548,37
