# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Forest Garden Ltd.
# Property: BuyShedsDirect (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251231
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue,Engagement rate,Bounce rate
/blog/post/how-to-lay-slab-base-for-sheds,12688,9153,1.3862121708729378,109.99814268545832,41464,0,0,0.62001524003048,0.3799847599695199
/blog/post/filling-large-planters-what-to-add-for-drainage,10182,8402,1.2118543203999048,85.70328493215901,35341,0,0,0.5548274802907751,0.44517251970922495
/blog/post/how-to-build-a-shed-base-on-uneven-ground,6413,5253,1.2208261945554921,71.89110984199505,22216,0,0,0.6838807991872672,0.3161192008127328
/blog/post/how-to-build-a-shed-base-with-concrete-blocks,6328,5121,1.2356961530950985,72.29505955867995,21755,0,0,0.6450665284257819,0.35493347157421806
/blog/post/running-power-adding-electricity-to-a-shed,5563,4679,1.1889292583885445,94.38448386407352,19832,0,0,0.681088229737389,0.31891177026261097
/blog/post/how-to-guide-insulating-a-shed-tips,4333,3475,1.246906474820144,111.76892086330935,14660,0,0,0.583855421686747,0.416144578313253
/blog/post/care-and-maintenance-of-pressure-treated-wood,3984,3109,1.2814409778063687,105.91862335155999,13482,0,0,0.6148344370860928,0.3851655629139073
/blog/post/garden-fence-law-fence-height-regulations,3798,3211,1.1828090937402678,92.75210214886329,13489,0,0,0.6352026651860078,0.36479733481399224
/blog/post/clever-storage-ideas-for-small-sheds,3707,2987,1.241044526280549,68.56511550050217,12945,0,0,0.7023912417170844,0.2976087582829156
/blog/post/greenhouse-base-ideas-and-foundation-options,3383,2690,1.2576208178438661,90.8646840148699,11888,0,0,0.7095600396956666,0.29043996030433344
/blog/post/creative-outdoor-bar-ideas-garden-bar-seating,2796,2114,1.3226111636707663,38.182119205298015,9220,0,0,0.6992353440951572,0.3007646559048428
/blog/post/how-to-insulate-a-garden-log-cabin,2721,2165,1.256812933025404,89.67251732101617,9484,0,0,0.6741701640595192,0.3258298359404807
/blog/post/how-to-build-a-shed-base,2584,2057,1.256198347107438,115.606222654351,8697,0,0,0.6425992779783394,0.3574007220216607
/blog/post/garden-trellis-guide-6-best-climbing-plants-for-trellis,2442,2004,1.218562874251497,63.01497005988024,8551,0,0,0.6006006006006006,0.3993993993993994
/blog/post/what-type-of-shed-should-i-buy,2430,1850,1.3135135135135134,113.37405405405406,7894,0,0,0.7438966012446147,0.25610339875538535
/blog/post/plastic-sheds-vs-wooden-sheds,2323,1835,1.2659400544959127,100.30136239782016,7602,0,0,0.652518656716418,0.3474813432835821
/blog/post/how-to-store-bicycles-outside-garage-shed-and-without,2301,1692,1.3599290780141844,49.42553191489362,7616,0,0,0.7329729729729729,0.267027027027027
/blog/post/how-to-install-a-shed-base-on-grass,2221,1775,1.2512676056338028,79.65802816901409,7378,0,0,0.6613131790269249,0.3386868209730751
/blog/post/garden-seating-ideas-areas-to-inspire-your-garden-design,2204,1635,1.348012232415902,55.86055045871559,7418,0,0,0.744225352112676,0.25577464788732396
/blog/post/can-you-put-a-shed-on-gravel,2075,1634,1.2698898408812729,91.23378212974296,6925,0,0,0.662210796915167,0.3377892030848329
/blog/post/do-plastic-sheds-need-a-base,2029,1600,1.268125,83.515,6669,0,0,0.7202043132803633,0.2797956867196368
/blog/post/wheelie-bin-storage-ideas-hide-disguise-conceal,2004,1554,1.2895752895752897,49.234234234234236,6901,0,0,0.7280187573270809,0.2719812426729191
/blog/post/harnessing-solar-power-with-solar-panels-for-sheds,1924,1532,1.2558746736292428,97.1514360313316,6755,0,0,0.7485242030696576,0.2514757969303424
/blog/post/ideas-for-a-long-narrow-garden-design,1885,1583,1.1907770056854075,66.16108654453569,6953,0,0,0.7087378640776699,0.2912621359223301
/blog/post/summer-house-ideas-on-a-budget-affordable-garden-getaway,1753,1194,1.468174204355109,45.584589614740366,5372,0,0,0.8,0.2
/blog/post/your-secret-garden-five-clever-garden-screening-ideas-and-privacy-solutions,1686,1330,1.2676691729323308,46.63759398496241,5856,0,0,0.748792270531401,0.25120772946859904
/blog/post/garden-shed-workshop-ideas-layout,1449,1153,1.256721595836947,77.68083261058109,5117,0,0,0.7175452399685287,0.2824547600314713
/blog/post/no-fuss-gardens-no-mow-lawn-alternatives-for-2023,1371,1166,1.1758147512864494,61.43481989708405,4890,0,0,0.6254709871891485,0.37452901281085155
/blog/post/top-garden-tool-storage-ideas-solutions,1293,994,1.300804828973843,57.16297786720322,4478,0,0,0.7031390134529149,0.2968609865470852
/blog/post/shed-painting-ideas-paint-colours-for-sheds,1285,1071,1.199813258636788,59.097105508870214,4588,0,0,0.6816257408975445,0.31837425910245554
/blog/post/outdoor-log-store-ideas-storage-tips,1205,873,1.3802978235967927,67.74112256586483,4002,0,0,0.7354443309499489,0.26455566905005107
/blog/post/how-to-felt-a-shed-roof,1164,891,1.3063973063973064,73.73625140291807,3900,0,0,0.6136576239476146,0.3863423760523854
/blog/post/cheap-vs-best-garden-storage,1154,749,1.540720961281709,65.46328437917224,3761,0,0,0.8138686131386861,0.18613138686131386
/blog/post/how-to-build-a-log-store,1044,863,1.2097334878331403,55.98609501738123,3706,0,0,0.6852425180598555,0.31475748194014447
/blog/post/how-to-dismantle-a-shed,1009,844,1.1954976303317535,64.510663507109,3512,0,0,0.544994944388271,0.455005055611729
/blog/post/advantages-of-metal-sheds-vs-wooden-sheds,999,816,1.224264705882353,105.01348039215686,3378,0,0,0.7264770240700219,0.2735229759299781
/blog/post/resin-vs-vinyl-vs-plastic-shed-materials-what-is-the-difference,969,737,1.3147896879240162,89.32835820895522,3172,0,0,0.7833125778331258,0.21668742216687423
/blog/post/top-5-decorative-garden-fence-idea,945,697,1.3558106169296986,48.1090387374462,3180,0,0,0.711139896373057,0.28886010362694303
/blog/post/how-to-weatherproof-and-waterproof-a-shed,934,788,1.1852791878172588,94.63071065989848,3244,0,0,0.6543478260869565,0.3456521739130435
/blog/post/how-do-i-hide-my-garden-shed,886,743,1.1924629878869448,45.46837146702557,3176,0,0,0.6363636363636364,0.36363636363636365
/blog/post/how-to-soundproof-a-drumming-shed,849,678,1.252212389380531,85.96165191740413,2940,0,0,0.5928659286592866,0.4071340713407134
/blog/post/5-small-summerhouses-for-under-900-pounds,828,565,1.4654867256637167,40.00353982300885,2503,0,0,0.754601226993865,0.24539877300613497
/blog/post/garden-room-insulation-guide,813,652,1.2469325153374233,96.04601226993866,2799,0,0,0.6588845654993515,0.3411154345006485
/blog/post/overlap-or-tongue-and-groove-shed,789,604,1.3062913907284768,71.55794701986756,2424,0,0,0.7894736842105263,0.21052631578947367
/blog/post/10-best-shed-accessories-upgrades,779,583,1.3361921097770155,54.96740994854203,2602,0,0,0.7669753086419753,0.2330246913580247
/blog/post/how-to-build-a-shed,776,596,1.3020134228187918,56.78020134228188,2522,0,0,0.6671309192200557,0.3328690807799443
/blog/post/fence-covering-ideas-how-to-cover-an-unsightly-fence,754,613,1.2300163132137032,49.28221859706362,2659,0,0,0.750375939849624,0.24962406015037594
/blog/post/playhouse-planning-permission,715,543,1.3167587476979743,89.15837937384899,2422,0,0,0.5727136431784108,0.4272863568215892
/blog/post/constructing-a-shed-how-long-does-it-take-to-put-up,676,544,1.2426470588235294,55.654411764705884,2228,0,0,0.609984399375975,0.39001560062402496
/blog/post/a-beginner-s-guide-to-allotments,670,526,1.273764258555133,70.88973384030419,2226,0,0,0.6978297161936561,0.3021702838063439
/blog/post/best-plastic-shed-advantages,631,411,1.535279805352798,69.73722627737226,1841,0,0,0.8535031847133758,0.1464968152866242
/blog/post/portable-gas-heaters-to-warm-your-shed,607,511,1.187866927592955,46.31702544031311,2173,0,0,0.7127659574468085,0.2872340425531915
/blog/post/summer-house-paint-colour-ideas-to-brighten-up-garden,598,433,1.3810623556581987,68.54734411085451,2072,0,0,0.7618069815195072,0.23819301848049282
/blog/post/garden-fence-preservation-treating-preserving-wooden-fence-panels,574,498,1.1526104417670682,92.22088353413655,2070,0,0,0.6529516994633273,0.3470483005366726
/blog/category/sheds,544,262,2.0763358778625953,64.64885496183206,1271,0,0,0.942652329749104,0.05734767025089606
/blog/category/shed-advice,522,252,2.0714285714285716,60.73809523809524,1216,0,0,0.9490909090909091,0.05090909090909091
/blog/post/fence-height-between-neighbours-law,522,399,1.3082706766917294,97.94486215538848,1767,0,0,0.6054852320675106,0.39451476793248946
/blog/post/should-i-buy-a-summer-house-or-a-log-cabin,484,374,1.2941176470588236,58.95989304812834,1603,0,0,0.7557603686635944,0.24423963133640553
/blog/post/installing-windows-in-a-shed-guide-replacement-advice,473,393,1.2035623409669212,41.590330788804074,1651,0,0,0.6621923937360179,0.3378076062639821
/blog/post/how-to-apply-for-planning-permission-for-a-shed,429,355,1.208450704225352,81.4281690140845,1467,0,0,0.6730310262529833,0.3269689737470167
/blog/post/guide-to-roofing-a-shed-replacement-options-edpm-vs-felt,428,367,1.1662125340599454,89.89373297002724,1563,0,0,0.6919431279620853,0.3080568720379147
/blog/post/how-to-make-a-wheelie-bin-store-diy-guide,427,269,1.587360594795539,49.07434944237918,1311,0,0,0.670299727520436,0.329700272479564
/blog/post/climbing-plants-for-arbours,413,350,1.18,74.74857142857142,1435,0,0,0.5196078431372549,0.4803921568627451
/blog/post/best-shed-cladding-options,396,329,1.203647416413374,93.01823708206688,1206,0,0,0.784741144414169,0.21525885558583105
/blog/post/how-long-do-wooden-sheds-last-maintenance-and-repairs,390,320,1.21875,83.73125,1325,0,0,0.652542372881356,0.3474576271186441
/blog/post/guide-to-building-and-installing-a-garden-fence,359,300,1.1966666666666668,88.05,1286,0,0,0.655786350148368,0.34421364985163205
/blog/post/apex-or-pent-shed-roof,345,272,1.2683823529411764,86.27941176470588,1089,0,0,0.6865203761755486,0.31347962382445144
/blog/post/climbing-plants-for-pergolas-arches-arbours,342,265,1.290566037735849,83.17735849056604,1188,0,0,0.6111111111111112,0.3888888888888889
/blog/post/using-osb-for-shed-walls-roofs,325,276,1.1775362318840579,71.1376811594203,1116,0,0,0.628125,0.371875
/blog/post/what-type-of-shed-makes-the-best-garden-workshop,313,220,1.4227272727272726,98.72727272727273,1017,0,0,0.8260869565217391,0.17391304347826086
/blog/category/summer-houses,311,180,1.7277777777777779,48.516666666666666,740,0,0,0.9104477611940298,0.08955223880597014
/blog/post/how-to-insulate-a-garden-shed,306,225,1.36,111.74666666666667,996,0,0,0.5882352941176471,0.4117647058823529
/blog/post/how-to-make-a-shed-slate-roof,302,265,1.139622641509434,61.22264150943396,1091,0,0,0.6838487972508591,0.3161512027491409
/blog/post/what-should-you-do-with-your-old-fence-panels,298,260,1.146153846153846,29.646153846153847,1077,0,0,0.7357142857142858,0.2642857142857143
/blog/post/community-gardens-projects-ideas-benefits,282,223,1.2645739910313902,69.94170403587444,1015,0,0,0.5214285714285715,0.4785714285714286
/blog/category/garden-storage,273,160,1.70625,35.71875,693,0,0,0.8941176470588236,0.10588235294117647
/blog/post/childrens-playhouse-ideas-for-creativity-play,271,204,1.3284313725490196,36.98529411764706,884,0,0,0.7731481481481481,0.22685185185185186
/blog/post/which-is-the-best-shed-felt-to-use,249,215,1.158139534883721,38.38139534883721,839,0,0,0.6307053941908713,0.36929460580912865
/blog/post/outdoor-shade-ideas-for-a-garden,241,171,1.409356725146199,59.32163742690059,698,0,0,0.78,0.22
/blog/post/firewood-log-storage-ideas,240,168,1.4285714285714286,87.20833333333333,787,0,0,0.7354497354497355,0.26455026455026454
/blog/post/how-to-beef-up-garden-shed-security,234,183,1.278688524590164,63.69398907103825,789,0,0,0.6744186046511628,0.32558139534883723
/blog/post/read-our-exclusive-review-of-forests-brand-new-range-of-beckwood-sheds,233,189,1.2328042328042328,58.026455026455025,719,0,0,0.8634146341463415,0.13658536585365855
/blog/post/levelling-a-shed-base-sloped-or-uneven-ground,223,184,1.2119565217391304,66.8695652173913,770,0,0,0.7169811320754716,0.2830188679245283
/blog/category/log-cabins,221,124,1.782258064516129,49.78225806451613,503,0,0,0.9323308270676691,0.06766917293233082
/blog/post/what-is-a-man-cave-shed-ideas-budget,218,181,1.2044198895027625,45.12154696132597,763,0,0,0.673469387755102,0.32653061224489793
/blog/post/five-tools-you-need-to-build-a-shed,213,198,1.0757575757575757,41.005050505050505,776,0,0,0.663594470046083,0.33640552995391704
/blog/post/your-guide-to-creating-a-log-cabin-garden-office,213,189,1.126984126984127,56.7989417989418,753,0,0,0.6666666666666666,0.3333333333333333
/blog/post/what-is-tongue-and-groove-cladding,206,170,1.2117647058823529,59.61176470588235,704,0,0,0.696969696969697,0.30303030303030304
/blog/post/which-garden-building-is-best-for-me,204,140,1.457142857142857,59.05714285714286,648,0,0,0.7914110429447853,0.2085889570552147
/blog/post/waterproof-garden-canopy-ideas-sheds-small-gardens,195,147,1.3265306122448979,48.87074829931973,680,0,0,0.7639751552795031,0.2360248447204969
/blog/post/innovative-garden-storage-ideas-solutions,193,144,1.3402777777777777,37.94444444444444,643,0,0,0.7834394904458599,0.21656050955414013
/blog/post/differences-between-apex-and-reverse-apex-shed-roof-types,188,152,1.236842105263158,92.21052631578948,506,0,0,0.8588235294117647,0.1411764705882353
/blog/post/modern-garden-inspiring-design-ideas-for-2023,182,151,1.205298013245033,30.4635761589404,622,0,0,0.5780346820809249,0.42196531791907516
/blog/post/how-to-paint-a-shed,181,157,1.1528662420382165,108.04458598726114,607,0,0,0.7485714285714286,0.25142857142857145
/blog/post/shed-maintenance-tips-cleaning-care-advice,181,144,1.2569444444444444,100.89583333333333,595,0,0,0.7176470588235294,0.2823529411764706
/blog/post/garden-ideas-small-spaces-space-saving-alternative-shed-storage,179,140,1.2785714285714285,48.871428571428574,604,0,0,0.7532467532467533,0.24675324675324675
/blog/post/are-plastic-sheds-any-good,178,129,1.37984496124031,108.32558139534883,532,0,0,0.8082191780821918,0.1917808219178082
/blog/category/outdoor-living,174,107,1.6261682242990654,36.55140186915888,429,0,0,0.9067796610169492,0.09322033898305085
/blog/post/choosing-best-garden-furniture-covers,172,135,1.2740740740740741,78.07407407407408,600,0,0,0.6778523489932886,0.3221476510067114
/blog/category/fencing,170,87,1.9540229885057472,69.36781609195403,419,0,0,0.8849557522123894,0.11504424778761062
/blog/post/your-one-stop-guide-to-forests-fantastic-3-ranges-of-wooden-sheds,170,127,1.3385826771653544,141.48818897637796,496,0,0,0.7588235294117647,0.2411764705882353
/blog/post/top-5-reasons-to-buy-a-potting-shed-plus-my-alternative-top-10-reasons-to-own-a-potting-shed,161,128,1.2578125,67.2890625,526,0,0,0.7142857142857143,0.2857142857142857
/blog/post/3-superb-reasons-why-your-next-garden-shed-should-be-a-4life-modular-shed,155,117,1.3247863247863247,46.863247863247864,494,0,0,0.8359375,0.1640625
/blog/post/shed-security-5-best-secure-garden-sheds-reviewed,154,107,1.439252336448598,55.06542056074766,491,0,0,0.7916666666666666,0.20833333333333334
/blog/post/buy-a-bargain-summerhouse-or-playhouse-to-make-the-school-summer-holidays-special,152,100,1.52,49.33,445,0,0,0.8288288288288288,0.17117117117117117
/blog/post/how-to-build-a-pergola-for-beginners-guide,151,121,1.2479338842975207,54.71900826446281,515,0,0,0.6474820143884892,0.35251798561151076
/blog/post/creative-garden-seating-areas-ideas,148,108,1.3703703703703705,63.351851851851855,522,0,0,0.6916666666666667,0.30833333333333335
/blog/post/small-garden-ideas-cottage-garden-inspiration-concepts-layouts,147,133,1.105263157894737,54.954887218045116,530,0,0,0.6713286713286714,0.32867132867132864
/blog/post/hide-wheelie-bin-storage-ideas,138,109,1.2660550458715596,44.440366972477065,478,0,0,0.7327586206896551,0.2672413793103448
/blog/post/which-are-britains-10-strongest-most-secure-metal-garden-storage-units-and-sheds,131,106,1.2358490566037736,52.367924528301884,440,0,0,0.8125,0.1875
/blog/post/garden-studio-design-tips-creative-home-space,126,96,1.3125,44.09375,421,0,0,0.7596153846153846,0.2403846153846154
/blog/post/creating-shade-in-the-garden-shade-sails-vs-gazebo-pergola-plants,124,105,1.180952380952381,55.333333333333336,459,0,0,0.7094017094017094,0.2905982905982906
/blog/post/10-of-our-favourite-black-november-deals,122,8,15.25,460.5,258,0,0,0.7857142857142857,0.21428571428571427
/blog/post/how-to-turn-your-shed-into-the-perfect-den-for-big-kids,122,108,1.1296296296296295,33.7037037037037,440,0,0,0.7522123893805309,0.24778761061946902
/blog/post/maximising-urban-gardens-vertical-container-gardening-solutions-small-spaces,121,123,0.983739837398374,25.03252032520325,424,0,0,0.5669291338582677,0.4330708661417323
/blog/post/top-5-garden-arbours,121,87,1.3908045977011494,32.3448275862069,392,0,0,0.7326732673267327,0.26732673267326734
/blog/category/garden-offices,118,80,1.475,38.925,263,0,0,0.927710843373494,0.07228915662650602
/blog/post/wooden-shed-designs-and-design-plans,116,86,1.3488372093023255,70.48837209302326,285,0,0,0.90625,0.09375
/blog/post/our-one-stop-guide-to-the-most-popular-designs-of-traditional-fencing,114,97,1.175257731958763,73.5979381443299,401,0,0,0.6785714285714286,0.32142857142857145
/blog/post/diy-garage-storage-design-shelving-workbench-ideas,110,86,1.2790697674418605,67.81395348837209,357,0,0,0.7604166666666666,0.23958333333333334
/blog/post/do-summer-houses-add-value-to-your-home,110,85,1.2941176470588236,60.31764705882353,359,0,0,0.7021276595744681,0.2978723404255319
/blog/post/6-reasons-why-the-forest-brecon-log-cabin-belongs-in-your-garden,108,46,2.347826086956522,77.6086956521739,218,0,0,0.8846153846153846,0.11538461538461539
/blog/post/5-fantastic-ways-to-make-and-save-money-using-a-garden-log-cabin,103,81,1.271604938271605,89.91358024691358,359,0,0,0.7032967032967034,0.2967032967032967
/blog/post/turn-shed-cosy-winter-hideaway,103,84,1.2261904761904763,35.333333333333336,346,0,0,0.7083333333333334,0.2916666666666667
/blog/post/why-you-should-consider-buying-a-summer-house-in-2023,103,81,1.271604938271605,67.06172839506173,338,0,0,0.7727272727272727,0.22727272727272727
/blog/post/how-to-insulate-a-summer-house-ventilation-tips,99,79,1.2531645569620253,133.78481012658227,331,0,0,0.7710843373493976,0.2289156626506024
/blog/post/garden-waste-disposal-recycling-to-avoid-burning,98,70,1.4,48.17142857142857,292,0,0,0.7325581395348837,0.26744186046511625
/blog/post/how-to-build-a-greenhouse-guide,97,81,1.1975308641975309,88.8641975308642,289,0,0,0.6847826086956522,0.31521739130434784
/blog/post/garden-house-extension-vs-brick-extension,94,66,1.4242424242424243,51.72727272727273,309,0,0,0.6666666666666666,0.3333333333333333
/blog/post/ideas-for-creating-the-perfect-garden-shed-gym,91,78,1.1666666666666667,53.743589743589745,325,0,0,0.6477272727272727,0.3522727272727273
/blog/post/bug-proofing-your-shed,90,77,1.1688311688311688,60.03896103896104,318,0,0,0.6511627906976745,0.3488372093023256
/blog/post/types-of-shed,89,71,1.2535211267605635,81.95774647887323,288,0,0,0.7160493827160493,0.2839506172839506
/blog/post/fence-accessories-guide,88,48,1.8333333333333333,102.77083333333333,249,0,0,0.8135593220338984,0.1864406779661017
/blog/post/garden-office-interior-design-ideas-layouts-tips,86,60,1.4333333333333333,49.15,286,0,0,0.78125,0.21875
/blog/post/when-is-the-best-time-of-year-to-use-a-greenhouse,84,75,1.12,54.653333333333336,298,0,0,0.5714285714285714,0.42857142857142855
/blog/category/greenhouses,82,55,1.490909090909091,40.92727272727273,184,0,0,0.9016393442622951,0.09836065573770492
/blog/post/close-out-the-summer-with-our-summerhouse-sale,81,16,5.0625,125,197,0,0,0.8181818181818182,0.18181818181818182
/blog/post/can-i-install-a-brick-foundation-for-a-shed,76,58,1.3103448275862069,75.93103448275862,230,0,0,0.796875,0.203125
/blog/category/playhouses,73,48,1.5208333333333333,27.625,163,0,0,0.9230769230769231,0.07692307692307693
/blog/post/do-i-need-planning-permission-for-sheds-or-log-cabins,72,56,1.2857142857142858,144.80357142857142,241,0,0,0.5616438356164384,0.4383561643835616
/blog/post/5-ways-to-customise-your-forest-wallscape-wooden-greenhouse,71,43,1.6511627906976745,38.06976744186046,161,0,0,0.8035714285714286,0.19642857142857142
/blog/post/a-useful-guide-to-the-differences-between-sheds-workshops-and-wooden-garages,71,55,1.290909090909091,106.58181818181818,249,0,0,0.7352941176470589,0.2647058823529412
/blog/post/forest-garden-partners-with-alan-titchmarshs-new-youtube-channel,70,23,3.0434782608695654,81.34782608695652,176,0,0,0.6444444444444445,0.35555555555555557
/blog/post/what-is-a-summer-house-meaning,70,42,1.6666666666666667,88.0952380952381,200,0,0,0.7547169811320755,0.24528301886792453
/blog/category/grow-your-own,69,52,1.3269230769230769,31.23076923076923,167,0,0,0.8909090909090909,0.10909090909090909
/blog/post/20-raised-garden-bed-ideas-and-designs,69,45,1.5333333333333334,69.37777777777778,222,0,0,0.86,0.14
/blog/post/christmas-guide-to-choosing-a-childrens-playhouse,69,52,1.3269230769230769,21.71153846153846,220,0,0,0.6607142857142857,0.3392857142857143
/blog/post/fence-post-repair-vs-replacement,69,50,1.38,65.02,222,0,0,0.625,0.375
/blog/post/greenhouse-staging-shelving-storage-ideas,69,52,1.3269230769230769,43.21153846153846,238,0,0,0.8070175438596491,0.19298245614035087
/blog/post/fathers-day-giveaway-2025,68,54,1.2592592592592593,33.074074074074076,198,0,0,0.7333333333333333,0.26666666666666666
/blog/post/summer-garden-ideas,68,44,1.5454545454545454,89.86363636363636,158,0,0,0.875,0.125
